CriteriaID,Name,Details,Type,UnitID,ParentCriteriaID
12523,P3,"use classical ballet technique
and skills appropriately in
rehearsal
[SM]",,1063,
12524,P4,"perform a classical ballet
role that communicates an
appropriate interpretation to
an audience.
[EP, SM, TW]",,1063,
12525,M1,"sensitively interpret and
realise using classical ballet
technique",,1063,
12526,M2,"demonstrate how to refine classical ballet technique",,1063,
12527,M3,"use the appropriate classical ballet technique and skills in rehearsal to refine a role.",,1063,
12528,M4,"perform a classical ballet role that communicates a refined
interpretation, relating clearly
and appropriately to other
performers and the audience.",,1063,
12529,D1,"interpret and realise
choreography, showing thorough application of
classical ballet technique",,1063,
12530,D2,"demonstrate how to refine and improve classical ballet
technique",,1063,
12531,D3,"use the appropriate skills
and classical ballet technique
autonomously in rehearsal to
refine and embody a role",,1063,
12532,D4,"perform a classical ballet role
with confidence, precision,
clarity of line and expression,
encompassing the work of
other dancers and awareness
of the audience.",,1063,
12533,P1,"demonstrate self-discipline within the majority of
technique classes
[SM]",,1064,
12534,P2,"apply technical direction and
respond to corrections
[SM]",,1064,
12535,P3,"demonstrate the application of physical skills in the execution of movement phrases",,1064,
12536,P4,"apply interpretative skills to the performance of class work",,1064,
12537,P5,"demonstrate technical phrases with only occasional errors in action, dynamic,
rhythmic or spatial content
[SM]",,1064,
12538,P6,"evaluate own technical
performance setting targets
with guidance.
[SM, RL, EP]",,1064,
12539,M1,"demonstrate self-discipline
within technique classes",,1064,
12540,M2,"apply technical direction and respond positively to correction",,1064,
12541,M3,"demonstrate the consistent
application of physical skills in
the execution of movement phrases",,1064,
12542,M4,"apply appropriate
interpretative skills to the
performance of class work",,1064,
12543,M5,"demonstrate technical phrases demonstrating
an awareness of action, dynamic, rhythmic and spatial content",,1064,
12544,M6,"evaluate own technical
performance setting
appropriate and achievable targets with guidance.",,1064,
12545,D1,"demonstrate a highly disciplined approach to
technique classes",,1064,
12546,D2,"apply direction and respond to all corrections, general and individual",,1064,
12547,D3,"demonstrate the competent
use of physical skills in the
execution of movement
phrases with correct
alignment",,1064,
12548,D4,"confidently apply appropriate
interpretative skills to the
performance of class work",,1064,
12549,D5,"demonstrate technique phrases accurately and confidently",,1064,
12550,D6,"thoroughly evaluate own
technical performance setting
focused and challenging
targets with minimal guidance.",,1064,
12551,P1,"demonstrate the application
of stylistic characteristics
of contemporary dance in
performance",,1065,
12552,P2,"show application of physical
skills in the execution of
movement phrases",,1065,
12553,P3,"apply interpretative skills to the performance of dance material",,1065,
12554,P4,"perform set studies/solos/
duets/ensemble dances
with occasional errors,
demonstrating movement memory skill  [SM]",,1065,
12555,P5,"show improved technical skill
in performance as a result of
rehearsal.
[SM, RL, EP]",,1065,
12556,M1,"demonstrate the application of the appropriate
stylistic characteristics of
contemporary dance in performance",,1065,
12557,M2,"show the application of
appropriate physical skills in
the execution of movement phrases",,1065,
12558,M3,"apply appropriate
interpretative skills to the
performance of dance material ",,1065,
12559,M4,"accurately perform set
studies/solos/duets/ensemble
dances from memory",,1065,
12560,M5,"show improved technical skill
in performance as a result of
commitment to rehearsal.",,1065,
12561,D1,"demonstrate the confident
application of the appropriate
stylistic characteristics of
contemporary dance in performance",,1065,
12562,D2,"show the confident
application of the appropriate
physical skills in the execution of movement phrases with correct alignment",,1065,
12563,D3,"confidently apply appropriate
interpretative skills to the
performance of dance material",,1065,
12564,D4,"accurately and confidently
perform set studies/solos/
duets/ensemble dances from
memory",,1065,
12565,D5,"show a significant
improvement in technical skill
in performance as a result of thorough and rigorous rehearsal.",,1065,
12566,P1,"demonstrate rhythm, time
structures and a sense of
musicality in performance
[EP]",,1066,
12567,P2,"display an awareness
of appropriate jazz
dance stylistic qualities in
performance in relation to
dynamics, placement and
position
[EP]",,1066,
12568,P3,"reproduce the key features
of a specified jazz dance style
with some level of skill
[EP]",,1066,
